id,source,ra,dec,parallax,pmra,pmdec,astrometric_pseudo_colour,lum_val,radial_velocity,duplicated_source
0,Gaia DR2 2081472994264105984,305.306472173899,45.0961960077001,0.524280822845302,-3.15604204679357,-3.6723460050588,1.38200046205289,15.033156,-7.60624030926758,FALSE
1,Gaia DR2 2081486218460327296,305.317802137021,45.3903794536265,0.493372158095985,-1.49163686177972,-0.998103128082974,1.38139348296329,27.799284,-97.1911678416117,FALSE
2,Gaia DR2 2081471207557345024,304.776125124457,45.2719742694506,2.08440566619241,6.52592121398461,11.5276003203288,1.61344733545399,1.502465,-15.7547947086402,FALSE
3,Gaia DR2 2081512267443992448,303.808909875958,44.352848836236,1.85684242947275,6.40570343948799,4.006560306374,1.61903549620835,2.8393056,-22.3886703577741,FALSE
4,Gaia DR2 2081520616860723840,304.10859362853,44.6876888917408,0.866979959113171,-2.80071779411428,-7.02203190632716,1.40617097098297,21.545355,-17.9525991171294,FALSE
5,Gaia DR2 2081475605604233472,305.272427535593,45.1687174456102,0.964922413762535,-5.10068982068674,-6.66572095814305,1.53174829594701,8.591983,3.11436820913149,FALSE
6,Gaia DR2 2081495156295592320,304.891878572503,45.396115156995,0.368455384971636,-1.95966031918897,-2.71729759204202,1.34823095266146,50.318993,-30.6552071731994,FALSE
7,Gaia DR2 2081503746230294400,305.113324282756,45.5766629109722,8.596123368818,9.3512372801522,56.2379411441746,1.62757763546245,5.8483453,-29.0467311549629,FALSE
8,Gaia DR2 2081512954638753920,303.764069428084,44.3656285079126,2.92104693593964,4.82521514115761,0.373224165689042,1.57038666467212,0.57273585,-3.54676542223151,FALSE
9,Gaia DR2 2081519379910139392,304.135648836134,44.6127439293994,0.762522608262077,-10.4532173280555,-13.6816053993598,1.38653275592345,20.563736,-26.0356181634147,FALSE
10,Gaia DR2 2081524911828009088,303.988500813905,44.7577582924369,1.12453782580127,6.49026309707822,3.11230924300812,1.56164653264428,5.428523,-22.2640255111166,FALSE
11,Gaia DR2 2081499932299318272,305.129505822716,45.4948176131427,0.449282685711368,-1.81622590835149,-5.36711381940906,1.39354915883523,22.348398,-12.4148196068611,FALSE
12,Gaia DR2 2081496049648795776,304.903761873641,45.4193693658954,0.595181591531576,-4.17940169113481,-10.49281800804,1.37419885645066,15.084671,-34.2162437570709,FALSE
13,Gaia DR2 2081484603552623488,305.430805914603,45.3961803609606,0.235506053962362,-5.57281398335293,-8.94820404663354,1.26894068480906,431.7148,-34.4693039065711,FALSE
14,Gaia DR2 2081512263142611200,303.800221973132,44.3586507650653,2.3905125856268,0.753908242963004,-7.11926010542128,1.63020827694365,2.1246717,19.4923829846836,FALSE
15,Gaia DR2 2081516764268335744,304.061486898556,44.4828357785355,1.6239131687656,1.76491154885953,-2.43178039585398,1.6839620413508,4.528795,-8.29563973669693,FALSE
16,Gaia DR2 2081516695548858880,304.066922615012,44.4838494311616,0.48375831857885,-7.19780575171883,-7.48926298177915,1.29980528692779,76.665115,-42.4609150428816,FALSE
17,Gaia DR2 2081531405818365312,303.5429069277,44.6478379301262,1.98628496752061,8.69375411627712,3.41860124328806,1.5791264593433,0.72171104,-7.90907275406916,FALSE
18,Gaia DR2 2081538621363503488,303.686299579278,44.760627993166,0.633650962035054,-3.37478371754086,-4.96803047868388,1.38735287700309,55.9112,-25.5411195651982,FALSE
19,Gaia DR2 2081496904338957824,304.978293753428,45.4524873462551,0.372526460893095,-1.75717712675703,-9.17404573812917,1.33037974167175,141.04388,2.55391198073066,FALSE
20,Gaia DR2 2081530065788572416,303.601365781211,44.5819350541795,3.9741853327921,8.74700763084384,56.486269921533,1.55781801213287,0.35393476,-50.8353511136845,FALSE
21,Gaia DR2 2081533364323497856,303.617306952945,44.7136565068903,0.561691936258679,-3.37712802286155,-4.50705835511866,1.40435850490105,27.861252,3.37099416530913,FALSE
22,Gaia DR2 2081472959904358912,305.306132628313,45.0745457882378,1.60249461220326,-4.40470274986611,2.04127414456938,1.64564898614595,5.6668744,-17.6248988907446,FALSE
23,Gaia DR2 2081518928931851136,304.112235393936,44.5780792335589,1.22861012642728,-0.512452207500572,8.16527742608158,1.49353526661643,5.1859155,-46.4921778696978,FALSE
24,Gaia DR2 2081505459913806848,305.133955826545,45.6371839895598,0.886560315719836,11.5362697367645,2.23986564556286,1.49009904359946,28.916245,-24.3765723699679,FALSE
25,Gaia DR2 2081472719386144128,305.236366428937,45.0700168695797,0.357103884042482,-1.915483667,-3.58163551138534,1.36041825511505,44.6449,-10.5571119472664,FALSE
26,Gaia DR2 2081502539336046208,305.225630719776,45.6156493892766,0.706162361901293,4.27988243802996,-4.16217499176876,1.41876438674074,37.30929,-61.6779352808957,FALSE
27,Gaia DR2 2081505494273545088,305.139119188397,45.6452534229469,1.76598820075953,15.877845545656,9.5589225053122,1.64493333515899,4.0094047,-58.6488828691053,FALSE
28,Gaia DR2 2081540541207277056,303.785064570252,44.8329574469122,0.641495918452315,-0.104228254332433,-1.48393446404172,1.41141079632253,40.62908,9.42801138916788,FALSE
29,Gaia DR2 2081530271946996352,303.582171629838,44.5843270100167,0.766262761233657,-0.497895007835887,-3.59287918648899,1.46590349528268,21.839632,-16.0330947774868,FALSE
30,Gaia DR2 2081496079705740416,304.90938043993,45.4476215565058,0.591842389001918,-0.538833503370643,-5.20925422653671,1.36809124279666,22.28569,-16.5860425510326,FALSE
31,Gaia DR2 2081494503460216576,304.922295958734,45.3507005160848,1.07310259119944,10.1501326581487,5.74485062276668,1.52402326144729,6.9255133,-55.2505095515411,FALSE
32,Gaia DR2 2081527385729033472,303.788440729834,44.5354207719766,0.354144755708617,1.21886585280645,0.237642174517252,1.27488104859825,387.98828,-48.6456149840494,FALSE
33,Gaia DR2 2081531096580715904,303.554414530815,44.6135829618781,0.445281969878828,-4.05647057356831,-5.00517678416144,1.39654567854679,53.24612,-36.9728212102689,FALSE
34,Gaia DR2 2081530340666697088,303.575244740926,44.5980157315427,0.751734699997993,-2.53367360295003,-7.64956274797385,1.46237826219084,7.9003973,-22.3653199028085,FALSE
35,Gaia DR2 2081499142025329920,305.133621739837,45.4677580802905,0.441344952632885,-2.88263751526666,-5.44615164036534,1.37952596197697,22.509874,-8.74487162341991,FALSE
36,Gaia DR2 2081518177319054464,304.014704532122,44.5429402085572,1.12429795044803,-4.61578326152111,-8.65975176890765,1.57337338834114,4.5755095,-23.1184187875785,FALSE
37,Gaia DR2 2081529928349601536,303.562583105239,44.5667828692382,1.39240154721055,-6.59068472731265,-0.474154995000192,1.64652745104843,6.733111,3.21295198653194,FALSE
38,Gaia DR2 2081496285864180480,304.840713075262,45.4465887207431,0.674990371442431,-0.491601251606182,-12.1721131538781,1.40020984728876,26.377974,0.375521934404511,FALSE
39,Gaia DR2 2081532677128745344,303.659623678583,44.7188934314731,2.34531124172414,-0.35142230350536,-8.84767690950886,1.5660155472486,0.5333863,2.20899693451195,FALSE
40,Gaia DR2 2081476189719807232,305.279597548559,45.2132707480649,0.552421618149842,-1.54864085010637,-4.84549714238272,1.35402771393996,7.6135507,18.8304659983722,FALSE
41,Gaia DR2 2081532677128746880,303.660363775191,44.7222949593517,0.31135505390212,-5.07625662032976,-7.37306791025454,1.33892459862008,52.241093,-4.13655520949282,FALSE
42,Gaia DR2 2081541370133745280,303.787417928737,44.9076907531618,1.31658884051909,0.190064737731041,-12.5975495709406,1.54433385116687,5.949246,-54.7648549913645,FALSE
43,Gaia DR2 2081497080440982656,304.999876301378,45.4583399946617,2.81478926919788,1.33406909837808,-12.1193244713178,1.63984125219509,2.5799336,-16.3174347167072,FALSE
44,Gaia DR2 2081527282649810176,303.77278491597,44.5213450953478,0.896717801105738,-4.5892704704421,-3.64601914243726,1.4301966647723,28.340256,-30.3832601652972,FALSE
45,Gaia DR2 2081523228200806400,303.995836541854,44.6603833433019,0.628812545316787,-1.73384033484198,-2.04233833680424,1.36953478063321,30.8179,-11.1778625810555,FALSE
46,Gaia DR2 2081496702483857664,304.996023652309,45.4526859200205,0.468195605389784,-4.12946030470684,-7.00707255458798,1.40677614512273,25.223684,-28.0009528824097,FALSE
47,Gaia DR2 2081528553960128768,303.719134005112,44.5884446131589,0.515552294770327,-0.598748428315966,-2.11141156773829,1.37807388863408,22.728899,-37.0815336468443,FALSE
48,Gaia DR2 2081537590571437184,303.852951780103,44.8267719672974,0.784214891671004,-6.88165585172594,-9.48232500163219,1.46006425521662,9.083121,-40.9391504752623,FALSE
49,Gaia DR2 2081525835239972224,303.749637037621,44.5164617713491,0.767020466031067,0.616573435209282,-7.12019980914679,1.43786475072542,5.8803353,13.957532384765,FALSE
50,Gaia DR2 2081505704735412352,305.123116275237,45.6582742117375,1.10136479248339,-1.5491165387111,-11.703667882169,1.51643371280995,46.718136,-28.0318114645553,FALSE
51,Gaia DR2 2081519036312529024,304.182744265361,44.5830881393162,0.527371775317764,1.74069791248966,1.72338198342966,1.3060824177953,85.48233,-48.0330715349543,FALSE
52,Gaia DR2 2081477804627379072,305.092034991949,45.1621626258913,1.20103449214556,-5.21054051574168,-8.74919764036912,1.6034677880518,5.1052017,6.59502357937121,FALSE
53,Gaia DR2 2081533570481929344,303.60027763375,44.7426608641075,1.53366399195065,-2.28794546771859,-2.89518772443104,1.61633151741073,1.6530473,-13.7354794470026,FALSE
54,Gaia DR2 2081508105612157184,303.958896494346,44.2918274665567,1.5339867217529,-1.52033131299605,-1.45448410851695,1.57574458411068,2.978698,3.42878772594709,FALSE
55,Gaia DR2 2081482958588384128,305.392261092888,45.3488377184465,0.472767927539423,-3.23360263839539,-1.74987593822703,1.34348388928452,24.288572,-12.3279676204619,FALSE
56,Gaia DR2 2081525839540787328,303.745251689168,44.5164627974485,1.20403765495851,5.30279636593701,3.19056847176422,1.39825823580614,182.23047,-27.2294944751251,FALSE
57,Gaia DR2 2081501066170744576,305.236674631855,45.5389263469881,1.47934934520773,9.44387706439092,-6.6150412768079,1.59278111664675,2.947443,0.108892130899804,FALSE
58,Gaia DR2 2081494194222973184,305.05211803927,45.4559590587404,0.519872546346503,-0.548761285563571,-3.99177537306095,1.4124092576392,24.598598,-34.5244376376794,FALSE
59,Gaia DR2 2081477083072881792,305.118666711806,45.1520296115193,0.719377454237069,3.01524920063775,-7.22611154139445,1.41441528839395,18.432852,23.4607751903955,FALSE
60,Gaia DR2 2081532127372908416,303.62958724748,44.6690656708675,0.582668983500846,-7.57100583899943,-6.23848154994834,1.39038894566127,25.729713,-11.2398176766376,FALSE
61,Gaia DR2 2081476224079563904,305.301511999469,45.2244784033343,5.389326061872,33.3585030057953,18.5671575597682,1.55610672516191,0.31823215,-29.136546837695,FALSE
62,Gaia DR2 2081498970226368128,305.150409473611,45.4428375834393,0.368124302779372,-3.91781091723579,-5.89128937074628,1.34493649340438,34.628105,-61.1208468735398,FALSE
63,Gaia DR2 2081468080821108224,304.761925973749,45.1491999673942,0.54174945374033,-1.44064239344341,-3.06544390541016,1.34161516313629,22.784388,-29.297951024158,FALSE
64,Gaia DR2 2081484436057140096,305.391602606294,45.3645400338662,0.427980357391679,-3.55238408683301,-1.96270885813906,1.38889909753029,28.250702,-0.586425390369469,FALSE
65,Gaia DR2 2081503952388699648,305.043397902573,45.5833322182278,0.429364309410819,-2.18483711501217,-5.45814505714175,1.39577485779412,49.55585,-5.10986838198429,FALSE
66,Gaia DR2 2081498832787441792,305.197271730666,45.4406309542134,0.771777029928843,-5.44489310610384,-10.4302991809818,1.46285817862118,31.801609,-30.1156279445757,FALSE
67,Gaia DR2 2081472715083055488,305.241078849673,45.0634729863156,3.93561066995648,-15.5184077351678,-25.0676377345778,1.48113025089384,0.15337276,9.84194687976297,FALSE
68,Gaia DR2 2081536319261097984,303.87878643834,44.7326309303909,0.522815795524243,-0.750475806701012,4.35498821194099,1.39992990698077,31.903675,5.04570136474411,FALSE
69,Gaia DR2 2081521338415175936,304.005285893879,44.5810921201389,1.98814450162789,-17.3305019228668,-27.964728730435,1.56124119038499,1.2861102,-41.102091507057,FALSE
70,Gaia DR2 2081473780231733376,305.183544355218,45.0942258465564,1.40520432845417,-0.177204103820912,-12.0454598204109,1.501435976676,4.017897,-21.8695213426499,FALSE
71,Gaia DR2 2081522781524171904,303.90026528216,44.6684605315448,2.7362806602518,-3.69645265915811,-10.2253363345674,1.57857918932321,1.851945,7.20719830290112,FALSE
72,Gaia DR2 2081541194042302976,303.8334750586,44.8916109128396,0.59897805736876,-4.49235059788441,-8.65366911138879,1.41379501351233,31.427078,-36.0233899200811,FALSE
73,Gaia DR2 2081540579868660480,303.817316000625,44.8264203949381,2.83655861902688,11.51567024348,-9.3208630369402,1.58535985025525,0.7472081,-14.6638950477116,FALSE
74,Gaia DR2 2081476808194984832,305.151197438105,45.1312847860982,0.426879979494488,-1.89694926778491,-1.94472307428774,1.27198195583484,47.507256,-0.0749272347330043,FALSE
75,Gaia DR2 2081474192548591488,305.197396436995,45.128888514421,1.34083851974534,-5.9056545577728,-2.61219266315398,1.53073201959431,6.6418967,-49.4942506610158,FALSE
76,Gaia DR2 2081516596771083776,304.025095573942,44.444920792724,0.536206135927173,3.25798393892208,1.76924606696937,1.28202114258444,25.80321,-35.5401586811339,FALSE
