id,source,ra,dec,parallax,pmra,pmdec,astrometric_pseudo_colour,lum_val,radial_velocity,duplicated_source
0,Gaia DR2 2165119372154239616,316.710823346887,46.9600026069731,0.358220477680648,-0.462809860763775,-2.63170056623772,1.45764666852969,12.187753,-90.1034722124822,FALSE
1,Gaia DR2 2165120540386094080,316.694678819682,47.0130093501299,0.315336911813414,0.848028729497929,-2.83141273138198,1.46549237512251,41.95234,-71.2927257981355,FALSE
2,Gaia DR2 2165111813012110720,316.48301459983,46.8374138917052,0.237379800162523,-0.0362288057253231,-0.466112608027967,1.36880622894672,45.021587,-12.4814681836241,FALSE
3,Gaia DR2 2165137307938306560,316.540905818773,47.1820235076296,0.26884349188473,-2.77632642825509,-4.95943606795341,1.44658527058297,52.920277,-27.2498222966434,FALSE
4,Gaia DR2 2165138128252764288,316.517613212983,47.2132064134848,0.307294340160206,-4.8399268819453,-5.26544146297604,1.39527944836961,139.85446,-40.1511528550285,FALSE
5,Gaia DR2 2165132772452829440,316.596634652113,47.0613675916206,1.53686352557941,4.85935922489691,4.00975722969468,1.56753339265731,0.76277906,-18.2695595554969,FALSE
6,Gaia DR2 2165136655103060736,316.428791930893,47.1108658876905,0.355408480963781,-0.187359426332053,-1.50427504435086,1.45552817771014,19.790361,-28.8297861735585,FALSE
7,Gaia DR2 2165138849807270784,316.53457214506,47.2117678976488,0.508302763616708,-0.226942005214314,-4.85184153399416,1.48450582263955,45.379173,-12.8798390090134,FALSE
8,Gaia DR2 2165130161112394880,316.372910258564,47.0381985784384,1.31597309077029,8.80970379497756,0.743078958709173,1.57554632312338,2.0881062,-29.0978151987543,FALSE
9,Gaia DR2 2165130229831872256,316.370544421952,47.044233813047,0.568963493178778,-5.05917404378594,-0.296184449521832,1.43713891275463,16.247768,-22.0573963946952,FALSE
10,Gaia DR2 2165120815264001664,316.683449374428,47.035211942385,0.221515881994051,-2.9812342060673,-4.02834568930824,1.41898187937951,380.19217,-49.4168551721814,FALSE
