id,source,ra,dec,parallax,pmra,pmdec,astrometric_pseudo_colour,lum_val,radial_velocity,duplicated_source
0,Gaia DR2 2225707960381687552,341.76170779412,69.4640416093697,1.3859912452078,3.50219609109722,-4.18130460176763,1.54085383447943,7.8510075,-30.8880840092439,FALSE
1,Gaia DR2 2225637694716940672,342.137091436173,69.0989307549241,0.924956510635298,-4.53769586100138,-4.29872362339482,1.435188737505,54.2396,-30.2763739217032,FALSE
2,Gaia DR2 2225712319769109760,341.00888213489,69.3607579837687,1.44664220435357,-3.92182718846496,-8.37824752873621,1.56236132146292,4.184467,-25.3351141809407,FALSE
3,Gaia DR2 2225745893532812416,342.221089549534,69.6524292218495,0.793553771436768,-9.61215450400973,-4.21617221117356,1.39848287629626,26.15864,-56.4969929147782,FALSE
4,Gaia DR2 2225702389804722048,341.892691611826,69.3115101632073,0.339666867303251,0.243021343995303,1.3611727784495,1.3722569335446,147.47694,7.99689033017983,FALSE
5,Gaia DR2 2225714110774806144,341.244971049281,69.4178562560949,5.96642546132216,58.0725410628227,31.5624208208827,1.6032044728143,0.9818119,-37.2129263967064,FALSE
6,Gaia DR2 2225695998893386112,341.643162092899,69.2533599089513,1.70715848035837,4.59511853254427,-2.3740283808385,1.49578265118936,3.1114182,-24.5007899238338,FALSE
7,Gaia DR2 2225637557277984768,342.031638654572,69.0750292076436,13.8281783841689,2.088918397804,-0.407547532422623,1.62014138613906,1.0008446,-0.635686176513535,FALSE
8,Gaia DR2 2225690883592187392,343.381083413092,69.6371146500923,5.014677545015,17.1038080200479,16.0949666243048,1.55161498470482,0.36454645,12.2507313537049,FALSE
9,Gaia DR2 2225719642692709760,341.633205182607,69.4717368945227,4.74856566725179,-9.48978381655316,20.0072700433714,1.58091925955514,2.1422572,-2.71517191780357,FALSE
10,Gaia DR2 2225731531162267008,342.644749667683,69.5819624784112,3.48657470113109,-50.989159734539,-4.7651218864745,1.59257691722748,1.426828,-44.7844897137344,FALSE
11,Gaia DR2 2225729675736379520,342.313111571309,69.5243851195674,0.299343023995675,-0.94995886017597,-0.975552032809247,1.30873810098169,526.1777,-65.6328912253425,FALSE
12,Gaia DR2 2225697343222579968,341.541562346884,69.3038522603524,0.571144981092986,-5.88999150187442,-5.34404398831973,1.40380612411379,27.952993,-52.4928104414025,FALSE
13,Gaia DR2 2225745927892563712,342.282115157758,69.6444946384823,2.04933103730622,-17.2207092416893,-21.2373339583069,1.43845141776531,18.199333,-25.8778023858538,FALSE
