id,source,ra,dec,parallax,pmra,pmdec,astrometric_pseudo_colour,lum_val,radial_velocity,duplicated_source
0,Gaia DR2 3529646833007608960,192.17720975814,-11.4232549463792,0.494914804864609,-11.5392033607126,-3.868929334004,1.5102297977759,40.310455,48.149193639321,FALSE
1,Gaia DR2 3529318834945253632,193.915212490987,-12.1045131887674,2.24467853829301,-51.1912621471645,0.871856871057115,1.621343493172,1.6398593,-30.0957644799635,FALSE
2,Gaia DR2 3529549221286828800,192.013205631138,-11.6077283596414,0.755033473799331,-6.93394614982887,0.231916632665294,1.54676410081567,12.026362,8.54656504625814,FALSE
3,Gaia DR2 3529647863799762048,192.054110191607,-11.4701674708264,3.01342348658093,-17.8881674639709,10.0640351173117,1.59699547793415,0.8996048,-30.9066073621399,FALSE
4,Gaia DR2 3529641408464733696,192.503862397305,-11.3759881983367,6.42340579874643,-6.17023916063284,-98.110331764226,1.57825860553277,0.45636728,-4.33037537997757,FALSE
5,Gaia DR2 3529316361044091392,193.762135030902,-12.1173061841855,4.73603843646885,-40.5679436433117,3.88193219547997,1.5756219355881,0.5078976,-7.15214902119175,FALSE
6,Gaia DR2 3529509394054124928,191.423393967214,-11.989047719485,2.03168444084602,0.0816729986171807,0.599797596584749,1.63748050209411,2.6317072,-30.3831828368963,FALSE
7,Gaia DR2 3529440915095563264,191.738564869853,-12.2110946742323,1.19603400437541,-19.9797115910992,9.28504594769824,1.57534440921015,6.6028357,-24.5119269144355,FALSE
8,Gaia DR2 3529682021675501696,192.522040357287,-11.121325625235,2.19566723744613,-18.4055124408684,-3.92079271809448,1.61109466341885,1.4102823,-14.3534410497849,FALSE
9,Gaia DR2 3529320484213245440,193.960637889022,-12.0579709994508,3.98889469541073,-10.5981441728095,-19.1247152371462,1.6391614744038,3.071079,-4.29809274335426,FALSE
10,Gaia DR2 3529433600767158528,191.756639379094,-12.4072021999242,0.420551654961539,-16.6541634359184,-12.1883117322411,1.55595906688084,54.32712,100.740341516611,FALSE
11,Gaia DR2 3529322343934498304,193.979622508756,-11.9554230006102,0.823129840251736,-0.582481098489305,-8.25662803396437,1.4920845769789,71.4802,-4.74245844092204,FALSE
12,Gaia DR2 3529671267077481472,192.750762792495,-11.1843550263463,0.968702543927308,-3.62540763704728,-11.9855181073861,1.45612332374157,105.10065,-2.36659552944716,FALSE
13,Gaia DR2 3529680922163872512,192.570369540272,-11.1523118703456,0.655813445544832,1.54947549333707,-1.99497581959482,1.55910340736926,57.661865,14.149539102557,FALSE
14,Gaia DR2 3529616257136341376,192.780916089405,-11.3412797795505,1.42456922238878,-36.3522523360331,1.56828309749407,1.57063298087936,2.375908,52.5779374068993,FALSE
15,Gaia DR2 3529555955795455872,192.64889438105,-11.9704182720022,5.28400742562286,-13.0832417171863,-15.5923670915433,1.48162501654735,0.15364054,-38.0849446037411,FALSE
16,Gaia DR2 3529373230706904192,193.071083109618,-11.9170763239955,4.81299776897393,-35.5105459719079,-33.5535532879813,1.54727188494514,0.3131412,-3.01096575370303,FALSE
17,Gaia DR2 3529321278782604672,193.92435600039,-12.0493976771348,1.31986946813515,-13.0588898527769,-36.110022804119,1.51204492427509,117.25282,105.718959355156,FALSE
18,Gaia DR2 3529387073385645184,193.378017889821,-11.7885633940222,2.4195210856925,6.16318102694554,-26.6625507104391,1.61738800450307,2.4043546,6.91753110638708,FALSE
19,Gaia DR2 3529681746797596800,192.5966726391,-11.1019980531834,0.323727662213849,3.56582660281315,-4.35316154935542,1.49206600350813,85.235306,19.8538479869,FALSE
20,Gaia DR2 3529314853511484928,193.611698347321,-12.1763033975896,4.49364252709248,9.6271446621153,4.43679254362814,1.4949282602307,0.18822105,-22.226618579224,FALSE
21,Gaia DR2 3529397626121156736,193.173211712758,-11.8105285758867,1.16960861723204,-7.2548839538428,1.45205286234066,1.57476330019731,1.6875169,-18.9763240425721,FALSE
22,Gaia DR2 3529599730102229632,193.162490209851,-11.5369671746715,4.70004412529834,-32.31709500173,-1.9926363242584,1.54848833316798,0.33998302,-9.83335247894641,FALSE
23,Gaia DR2 3529599798821705984,193.150474074571,-11.5356669594195,3.05333036489784,-16.9020340186881,-43.273162117795,1.61411985791566,1.1810528,9.52668539488449,FALSE
