id,source,ra,dec,parallax,pmra,pmdec,astrometric_pseudo_colour,lum_val,radial_velocity,duplicated_source
0,Gaia DR2 2041132977788836224,285.673808244546,30.4654903266267,0.583026826688063,-3.18203066047925,-4.04373066561354,1.50784569267306,34.528812,33.5951722687454,FALSE
1,Gaia DR2 2041141636443043072,285.296513869928,30.4434872306305,0.696345578898797,-1.64847363949086,-6.23907232545829,1.51953877099416,35.60173,-9.01258129497389,FALSE
2,Gaia DR2 2041190289833767296,285.178388272124,30.5517276645872,0.789078322857077,1.12147512342439,-4.92411369216979,1.52994583659941,159.05363,7.82405668707522,FALSE
3,Gaia DR2 2041149539182808576,285.518308706497,30.5993932524562,0.325847649271223,-2.48142980145493,-3.81578105559416,1.47544265590026,41.092464,17.4871229181867,FALSE
4,Gaia DR2 2041162492804662784,286.085740063367,30.6834701712735,0.667909159056288,7.82402411971673,2.77941291372448,1.50486620021922,41.409924,-28.4855884778181,FALSE
5,Gaia DR2 2041131843917459456,285.68768560566,30.4307715007976,1.3863072022309,-4.45599365475923,-2.66514402041603,1.631640670458,3.548239,-8.3522563739366,FALSE
6,Gaia DR2 2041189087242859392,285.282476243836,30.515730585946,2.9579767319472,-1.4393057672232,10.9274190631771,1.62294025663342,1.2379668,-52.7167290740585,FALSE
7,Gaia DR2 2041189568279255680,285.164668869799,30.5048802786015,1.01207285686324,1.25110293715064,1.3502514755796,1.5400874911869,36.31925,-3.73041648460642,FALSE
8,Gaia DR2 2041179810112950912,285.924781664928,30.836036243891,1.37705818282448,-1.87842166011293,-14.0237965917667,1.65469568611329,3.5278187,6.17329924712972,FALSE
9,Gaia DR2 2041138612786215552,285.230720074185,30.332360014819,0.384202945385696,0.864161930531114,-9.61819035328284,1.50155083913553,36.40314,40.2375043789572,FALSE
10,Gaia DR2 2041131294161647872,285.651066477936,30.3737265750459,1.41555178822433,-0.0843999542052332,-2.3265558987139,1.61960118102561,3.4182568,-10.5436944550553,FALSE
11,Gaia DR2 2041189052883120896,285.276665234559,30.5041264096475,2.273938575355,0.416693466893819,-11.2521595620964,1.62759509240773,1.2975533,28.5145836738187,FALSE
12,Gaia DR2 2041135554769495936,285.29821315368,30.3376045990948,0.849581621282965,-4.50140049294374,-5.69122241000619,1.45027635043165,37.093952,-38.5928431866742,FALSE
13,Gaia DR2 2041149436103594880,285.514647500563,30.5978370464253,0.726236897133684,-0.0881292826031858,2.39032930636996,1.49960418149525,47.735287,-8.45575207629323,FALSE
14,Gaia DR2 2041160740458010880,286.036869292587,30.6203930311686,1.49601192554277,-9.35486163910993,-18.7718057172019,1.63111678235847,9.492941,-0.184951420146428,FALSE
15,Gaia DR2 2041156445490862464,285.77072729077,30.5476752624877,1.13077463497669,-8.41123271592547,-10.5119627552585,1.57584989789454,5.61813,24.1416641384254,FALSE
16,Gaia DR2 2041140055895233920,285.28154193829,30.3658463559891,0.584269791686811,1.62033131588372,-4.61136411214579,1.44734310728258,113.88929,-25.3502293263655,FALSE
17,Gaia DR2 2041177920327348736,285.865878598477,30.7467397164767,0.698515332745188,-5.83724667563693,4.74530996174562,1.51736144494685,18.824135,-68.8892671792433,FALSE
18,Gaia DR2 2041164863626662656,285.980210821,30.6800170726941,0.614171482043915,-11.5567906196051,-5.08144744873453,1.49061243870287,26.120012,-36.3007754077565,FALSE
19,Gaia DR2 2041148302232275840,285.374072778515,30.5357002229167,4.64493226457454,-18.9775383749169,-34.7926001383725,1.5991806859019,0.60524863,-10.7088288831899,FALSE
20,Gaia DR2 2041131740838239872,285.691646317013,30.4031588488812,0.583302336170372,-1.639501919858,-3.78368127737062,1.51123421281351,19.2458,-53.3085912116005,FALSE
21,Gaia DR2 2041137169677207936,285.330067852095,30.3701455317377,5.06889770669032,-32.286869489103,-132.643864607408,1.55195649432506,0.24943155,-118.875563258241,FALSE
22,Gaia DR2 2041154757561483904,285.852672556603,30.5300329055088,2.10262719628866,-9.93317040021298,-7.51439383326161,1.59230653870483,3.113542,-5.11214711412601,FALSE
23,Gaia DR2 2041154998079652096,285.940793661297,30.5651054186093,0.58179620370781,-2.30997232636694,-9.84939329371461,1.48312439936465,14.590478,-27.936679857137,FALSE
24,Gaia DR2 2041152047444250240,285.869398325257,30.4663552896966,0.744668546149914,1.90789112407456,1.06909695491808,1.56559722497934,11.856317,-8.08063314792516,FALSE
25,Gaia DR2 2041130366448929920,285.499916541542,30.3336911196629,0.487886367289737,-1.15759109047791,-1.28372872199502,1.46964008489977,26.935278,-32.4785174938824,FALSE
26,Gaia DR2 2041130984924046080,285.523271532827,30.3904040282754,0.856113122546498,4.2007538098135,1.62799365158247,1.61590028296173,5.3126917,-54.9467523410205,FALSE
27,Gaia DR2 2041164657468285056,285.901524053514,30.6716140611116,0.262096520458673,0.58251744333385,-3.62130504049899,1.47447972120157,79.219025,-4.06119723943447,FALSE
28,Gaia DR2 2041166822131760896,286.0047316415,30.7594763310865,4.16144647430238,17.2350154584434,-12.0288020212303,1.47569596825163,0.3156498,13.3824865677665,FALSE
29,Gaia DR2 2041176816513478016,285.644378520068,30.7813669668916,2.68459523231301,-13.6054222641109,-10.8946294364653,1.62145288264879,1.007772,20.0025034005968,FALSE
30,Gaia DR2 2041152013084519936,285.848894736635,30.4523055664951,4.65660225322041,-6.8294607051044,-18.4082111773253,1.57509433004366,0.42949808,9.53043926377589,FALSE
31,Gaia DR2 2041166478534369280,285.993839244966,30.716316742558,0.280361093365512,-1.79003972040335,-8.78407325525623,1.45688664160576,47.42464,-54.7131608774834,FALSE
32,Gaia DR2 2041141430284796288,285.219301082114,30.4275409510048,1.09041817746614,-8.35163992279485,-6.49118277997913,1.49940794259437,26.565802,-27.267687247851,FALSE
33,Gaia DR2 2041182902489568768,285.701475035933,30.8407609988448,0.492839546436529,-4.64794991099852,-10.5922062800898,1.50267815866908,24.23648,-22.3076322205055,FALSE
34,Gaia DR2 2041173625360223104,285.597098937564,30.6875037510019,0.297268300449709,-0.460960422227299,-3.17724959772692,1.4905189602736,53.2015,34.3063638300053,FALSE
35,Gaia DR2 2041160839234324352,286.045778267583,30.6413908910754,0.64663341820287,2.25163535315411,-0.186743795260445,1.4869567494975,14.006398,14.4312524677677,FALSE
36,Gaia DR2 2041189155962342272,285.270992646732,30.5204346564478,0.686572431727025,-0.59281968741052,-0.643640518392232,1.50246461692879,49.63826,-42.2061137236952,FALSE
37,Gaia DR2 2041153726768482688,285.955160029454,30.4787499110697,0.505706597959232,0.0937443574392982,0.539821215312517,1.4939449173598,49.098232,-19.0858290395467,FALSE
38,Gaia DR2 2041174037677088384,285.605265209252,30.7190199840176,0.627312614527506,-7.45757974610968,-9.58643731913697,1.49238317222233,51.923836,-11.5293744380088,FALSE
39,Gaia DR2 2041175373404468736,285.653472184438,30.7260542249313,2.18312909011684,9.34133560009876,-19.8819468592639,1.5679394045556,1.6229792,-47.0874572847563,FALSE
40,Gaia DR2 2041146996562205184,285.376741595281,30.488728468783,1.60039692907301,-20.8301344921729,-2.92599159246361,1.55308654149193,3.3811817,-119.322315648425,FALSE
41,Gaia DR2 2041172285330370048,285.685653052693,30.69606104014,10.8117933971883,-38.1393903507436,-38.4335564996873,1.4151795781784,0.082682885,24.9496371647109,FALSE
42,Gaia DR2 2041133218307023104,285.62269495814,30.4878639752472,4.36304094327443,2.75107549336251,10.0994020122736,1.64211813016172,1.6010779,9.18009792497183,FALSE
43,Gaia DR2 2041132359313564800,285.58020761595,30.4100717015372,1.37720967767752,-0.43114708331817,-12.6839121782639,1.52931113078727,12.2650175,-12.1040099990905,FALSE
44,Gaia DR2 2041172113531662848,285.713398641421,30.7021590963675,0.882533790638359,-0.666438326957737,-11.3355147229399,1.58235285316844,3.760875,44.1435789057351,FALSE
45,Gaia DR2 2041178676241662208,285.786256282177,30.7695525627201,0.501812696997241,-1.80748475791509,-12.668074059583,1.49919011089066,33.939266,49.7870902589911,FALSE
46,Gaia DR2 2041181631179124736,285.908270439693,30.9104998430818,0.525984964185302,2.6716714634856,-3.22719767698954,1.49758025230761,22.590443,-7.16266803242135,FALSE
47,Gaia DR2 2041135314250983424,285.267211815687,30.2855749044764,0.409587433484734,-0.124659207981401,-11.6950093546714,1.40061992747825,242.24377,6.12397596564247,FALSE
48,Gaia DR2 2041186986996055808,285.148165074494,30.4186683167168,1.07725213049174,-4.62626058938328,-22.0014597246206,1.53086809054932,3.7643967,27.6551250096733,FALSE
49,Gaia DR2 2041134523976998912,285.257427450937,30.2367187656647,0.532701191449821,-4.23518907017555,-5.45159833491404,1.47710586754599,45.889324,-55.305647997924,FALSE
50,Gaia DR2 2041130091571018624,285.51079021323,30.3205999337788,0.656188214397067,-0.97103127587399,0.839016640623735,1.52552406670124,40.011337,-25.9071236172579,FALSE
51,Gaia DR2 2041188430105064704,285.199829816027,30.4566934051463,2.73082124102369,6.47186782842757,2.81589055060022,1.62280800865942,2.0973544,-31.0619508376718,FALSE
52,Gaia DR2 2041184105080333824,285.841778936213,30.9019612538463,0.434365846663335,-1.09721251368553,-3.36276721874019,1.49088894622208,183.57451,11.5704641853384,FALSE
53,Gaia DR2 2041152734639048704,285.821176164092,30.4603762069,2.7753668722718,-10.536987479929,-9.45624430727537,1.57528256882608,0.682929,-4.16638808832234,FALSE
