id,source,ra,dec,parallax,pmra,pmdec,astrometric_pseudo_colour,lum_val,radial_velocity,duplicated_source
0,Gaia DR2 4043604644241264768,268.113843147908,-32.3046531588354,0.802514660705895,-1.27369314364346,0.893237170440474,1.4110235775875,29.851212,-38.6632338062929,FALSE
1,Gaia DR2 4043598837446325504,268.969165455588,-31.7686551879512,0.623339562645742,-0.390468572992538,-2.14907096917453,1.43241157757617,36.39125,-33.8227307829632,FALSE
2,Gaia DR2 4043602342139667072,268.390208072387,-32.2394668314334,0.713277341173635,1.70341793465756,-2.13264132187178,1.41789447501851,36.73141,-1.70082780129468,FALSE
3,Gaia DR2 4043593236815427840,269.101563227893,-31.9170290847233,0.37038759714692,-0.971197365156235,-0.950611883902503,1.23630868543601,174.89296,-65.7808842253842,FALSE
4,Gaia DR2 4043601380066997504,268.337479455784,-32.326637907095,1.12247346065794,-1.01021849458861,-5.21582496588848,1.66506518197011,5.6112876,-9.35462045330274,FALSE
5,Gaia DR2 4043601036469659648,268.264123161273,-32.2951729715364,0.469816519172502,1.19352499432263,-0.597866572365952,1.40768302279257,31.975231,-48.8057252975657,FALSE
6,Gaia DR2 4043590389315822464,268.946007889006,-32.0679647003116,1.08265878808608,-2.86565818928644,-8.59759309704993,1.48689896171233,47.973137,-39.9950667434719,FALSE
7,Gaia DR2 4043588190287765376,268.787317913613,-32.0711518916712,0.466306734432386,-1.3058254681283,-1.01308225885343,1.37446572049397,30.386915,-14.8764051471341,FALSE
8,Gaia DR2 4043591037791933184,269.008787280279,-32.0106614016891,0.691162050328184,-2.03761486403179,-7.84520128377272,1.41323003704899,19.118052,5.50677115285727,FALSE
9,Gaia DR2 4043585196630213504,268.78565825334,-32.0952539421917,0.978206299590604,2.9966095290851,-3.49280415536498,1.52590695245264,15.969018,-20.7021182881171,FALSE
10,Gaia DR2 4043584303277017856,268.908902147932,-32.1216392558215,0.838730592127035,-1.04452300760187,-8.01659937995877,1.56105778863225,7.312898,11.4017462409166,FALSE
11,Gaia DR2 4043595852514520448,268.815567634869,-31.946663069446,1.66442782020107,-12.4175862886015,-22.3665695729209,1.44902929778698,146.43607,-41.1463226441383,FALSE
12,Gaia DR2 4043582177332049536,268.808678397047,-32.2032090022226,0.713722271631418,-1.63802603521976,2.90139751241866,1.41139773571984,22.70032,25.4159300515976,FALSE
13,Gaia DR2 4043581760661891712,268.774199126635,-32.2198525067641,0.599599651665614,-0.184021710420054,-1.02243452074198,1.39600317890274,17.831457,13.5996493852255,FALSE
14,Gaia DR2 4043597359977580800,268.940565921979,-31.854952572828,0.458304653415763,0.11270505113747,-6.55364753324767,1.32797059755454,96.893036,-51.6982112423818,FALSE
15,Gaia DR2 4043580351907096192,269.183256851856,-31.9774538445438,1.31331339088502,-3.29195306882731,-7.51655777369327,1.58977704053802,6.5676446,-13.7674976506022,FALSE
