id,source,ra,dec,parallax,pmra,pmdec,astrometric_pseudo_colour,lum_val,radial_velocity,duplicated_source
0,Gaia DR2 4044131658260094208,270.225383425035,-30.90420051005,0.51198777819348,1.95865323119831,-5.9136589557859,1.39012173066378,21.027987,-9.5969869159914,FALSE
1,Gaia DR2 4044129459237452544,270.400396978462,-30.9051379326078,0.646364689599445,-0.691953861306551,-1.63021825992231,1.256271207115,7.4469604,69.5301950209335,FALSE
2,Gaia DR2 4044129351809300864,270.455879072316,-30.8974486388657,0.406764322862439,1.52572441912779,1.73986377109456,1.41995209077023,45.82987,27.9814772433174,FALSE
3,Gaia DR2 4044129081280645376,270.357363694309,-30.8711193917149,0.97680487096936,-0.222078462601786,-13.64715381242,1.52372608399104,4.809033,-44.4841933314134,FALSE
4,Gaia DR2 4044126980984332672,270.335190408048,-31.0181651088234,0.822317940166043,-1.88014467573242,-4.02171042724224,1.45148618887792,36.659203,1.13496155417926,FALSE
5,Gaia DR2 4044122823455986816,269.895345718638,-30.9134058533122,4.41972225719854,4.06567271795704,1.98109563555614,1.63794156704387,3.882557,-26.4614791357022,FALSE
6,Gaia DR2 4044130142083111552,270.473334378396,-30.8512777466156,0.394731264117104,-0.338585868086008,-0.442611577180327,1.37810210118625,107.344185,-33.8405712288138,FALSE
7,Gaia DR2 4044122587286054144,269.900650687177,-30.9360880959024,1.49272374930178,5.09985666256628,-3.95051265878363,1.6044138220928,3.3529124,-49.7601524868189,FALSE
8,Gaia DR2 4044113653750636928,269.897664804063,-30.967224876609,0.409690232636454,-1.22227738704521,-5.65647794242036,1.40640627289115,19.697437,-94.549217964536,FALSE
9,Gaia DR2 4044109594954711168,269.799714560878,-31.179367877969,2.34549959031974,8.78367687744635,0.287512236673258,1.59428303923676,1.9347768,89.527462914141,FALSE
10,Gaia DR2 4044106128965129600,270.042309429223,-31.0587392725704,0.772245060631589,1.15643963964887,-10.5761857500218,1.45053198246951,11.033865,-36.4808288233276,FALSE
11,Gaia DR2 4044104136100875904,270.203468741012,-31.0382988875328,0.763653551157983,4.95736276735708,-0.491775623204105,1.52404170412434,39.617256,-32.7101428702807,FALSE
12,Gaia DR2 4044129115639729664,270.439384484708,-30.9454857206613,0.434617389436166,1.01464523591602,2.99706585539595,1.38015897412478,100.90844,-25.17722173233,FALSE
13,Gaia DR2 4044125675314758656,270.043736327093,-30.7592301218798,0.770375349312697,3.27608791630266,-3.45401147241988,1.45295030706167,26.452435,-36.1729357051033,FALSE
14,Gaia DR2 4044119421839863552,269.963042209294,-30.9457583174053,0.443745514282979,-0.299515269860157,-1.4765702137704,1.34996840625286,89.06353,-36.1594185918156,FALSE
